2025-06-08 06:16:10,967 | INFO | genai | GenAI RAG System is starting...
2025-06-15 02:17:05,193 | INFO | genai | Persisted FAISS index and 67 documents to disk
2025-06-15 02:17:05,194 | INFO | genai | Added 3 documents (total: 67)
2025-06-15 02:17:05,194 | INFO | genai | Successfully ingested document 4986143-anexo-i-metologia-para-la-asignacion-del-perfil-de-cumplimiento-y-ponderacion-de-las-variables
2025-06-15 02:17:15,567 | INFO | genai | Token-split into 2 chunks.
2025-06-15 02:17:15,569 | INFO | genai | Persisted FAISS index and 69 documents to disk
2025-06-15 02:17:15,570 | INFO | genai | Added 2 documents (total: 69)
2025-06-15 02:17:15,570 | INFO | genai | Successfully ingested document JUAN PABLOHERNANDEZ PALACIOS-M1749604310715
2025-06-15 02:17:21,302 | INFO | genai | Using cached results for query: que dice el documento JUAN PABLOHERNANDEZ
2025-06-15 02:23:47,921 | INFO | genai | GenAI RAG System is starting...
2025-06-15 02:24:02,279 | INFO | genai | Token-split into 11 chunks.
2025-06-15 02:24:02,290 | INFO | genai | Persisted FAISS index and 11 documents to disk
2025-06-15 02:24:02,292 | INFO | genai | Added 11 documents (total: 11)
2025-06-15 02:24:02,293 | INFO | genai | Successfully ingested document 4986143-ds320_2023ef
2025-06-15 02:24:02,297 | INFO | genai | Cache invalidated after ingestion
2025-06-15 02:24:02,300 | INFO | genai | Token-split into 10 chunks.
2025-06-15 02:24:02,315 | INFO | genai | Persisted FAISS index and 21 documents to disk
2025-06-15 02:24:02,316 | INFO | genai | Added 10 documents (total: 21)
2025-06-15 02:24:02,317 | INFO | genai | Successfully ingested document 4986143-ds320_2023ef
2025-06-15 02:24:02,318 | INFO | genai | Cache invalidated after ingestion
2025-06-15 02:24:02,322 | INFO | genai | Token-split into 10 chunks.
2025-06-15 02:24:02,333 | INFO | genai | Persisted FAISS index and 31 documents to disk
2025-06-15 02:24:02,333 | INFO | genai | Added 10 documents (total: 31)
2025-06-15 02:24:02,334 | INFO | genai | Successfully ingested document 4986143-ds320_2023ef
2025-06-15 02:24:02,335 | INFO | genai | Cache invalidated after ingestion
2025-06-15 02:24:02,338 | INFO | genai | Token-split into 10 chunks.
2025-06-15 02:24:02,349 | INFO | genai | Persisted FAISS index and 41 documents to disk
2025-06-15 02:24:02,350 | INFO | genai | Added 10 documents (total: 41)
2025-06-15 02:24:02,350 | INFO | genai | Successfully ingested document 4986143-ds320_2023ef
2025-06-15 02:24:02,351 | INFO | genai | Cache invalidated after ingestion
2025-06-15 02:24:02,352 | INFO | genai | Token-split into 11 chunks.
2025-06-15 02:24:02,361 | INFO | genai | Persisted FAISS index and 52 documents to disk
2025-06-15 02:24:02,362 | INFO | genai | Added 11 documents (total: 52)
2025-06-15 02:24:02,362 | INFO | genai | Successfully ingested document 4986143-ds320_2023ef
2025-06-15 02:24:02,363 | INFO | genai | Cache invalidated after ingestion
2025-06-15 02:24:09,430 | INFO | genai | Token-split into 5 chunks.
2025-06-15 02:24:09,435 | INFO | genai | Persisted FAISS index and 57 documents to disk
2025-06-15 02:24:09,435 | INFO | genai | Added 5 documents (total: 57)
2025-06-15 02:24:09,436 | INFO | genai | Successfully ingested document 4986143-anexo-i-metologia-para-la-asignacion-del-perfil-de-cumplimiento-y-ponderacion-de-las-variables
2025-06-15 02:24:09,436 | INFO | genai | Cache invalidated after ingestion
2025-06-15 02:24:09,437 | INFO | genai | Token-split into 3 chunks.
2025-06-15 02:24:09,444 | INFO | genai | Persisted FAISS index and 60 documents to disk
2025-06-15 02:24:09,444 | INFO | genai | Added 3 documents (total: 60)
2025-06-15 02:24:09,445 | INFO | genai | Successfully ingested document 4986143-anexo-i-metologia-para-la-asignacion-del-perfil-de-cumplimiento-y-ponderacion-de-las-variables
2025-06-15 02:24:09,445 | INFO | genai | Cache invalidated after ingestion
2025-06-15 02:24:09,446 | INFO | genai | Token-split into 4 chunks.
2025-06-15 02:24:09,449 | INFO | genai | Persisted FAISS index and 64 documents to disk
2025-06-15 02:24:09,449 | INFO | genai | Added 4 documents (total: 64)
2025-06-15 02:24:09,450 | INFO | genai | Successfully ingested document 4986143-anexo-i-metologia-para-la-asignacion-del-perfil-de-cumplimiento-y-ponderacion-de-las-variables
2025-06-15 02:24:09,450 | INFO | genai | Cache invalidated after ingestion
2025-06-15 02:24:09,451 | INFO | genai | Token-split into 3 chunks.
2025-06-15 02:24:09,455 | INFO | genai | Persisted FAISS index and 67 documents to disk
2025-06-15 02:24:09,455 | INFO | genai | Added 3 documents (total: 67)
2025-06-15 02:24:09,455 | INFO | genai | Successfully ingested document 4986143-anexo-i-metologia-para-la-asignacion-del-perfil-de-cumplimiento-y-ponderacion-de-las-variables
2025-06-15 02:24:09,456 | INFO | genai | Cache invalidated after ingestion
2025-06-15 02:24:17,706 | INFO | genai | Token-split into 2 chunks.
2025-06-15 02:24:17,708 | INFO | genai | Persisted FAISS index and 69 documents to disk
2025-06-15 02:24:17,709 | INFO | genai | Added 2 documents (total: 69)
2025-06-15 02:24:17,709 | INFO | genai | Successfully ingested document JUAN PABLOHERNANDEZ PALACIOS-M1749604310715
2025-06-15 02:24:17,710 | INFO | genai | Cache invalidated after ingestion
2025-06-15 02:28:52,454 | INFO | genai | GenAI RAG System is starting...
2025-06-15 02:29:23,737 | INFO | genai | Token-split into 11 chunks.
2025-06-15 02:29:23,744 | INFO | genai | Persisted FAISS index and 11 documents to disk
2025-06-15 02:29:23,745 | INFO | genai | Added 11 documents (total: 11)
2025-06-15 02:29:23,746 | INFO | genai | Successfully ingested document 4986143-ds320_2023ef
2025-06-15 02:29:23,747 | INFO | genai | Cache invalidated after ingestion
2025-06-15 02:29:23,749 | INFO | genai | Token-split into 10 chunks.
2025-06-15 02:29:23,759 | INFO | genai | Persisted FAISS index and 21 documents to disk
2025-06-15 02:29:23,761 | INFO | genai | Added 10 documents (total: 21)
2025-06-15 02:29:23,761 | INFO | genai | Successfully ingested document 4986143-ds320_2023ef
2025-06-15 02:29:23,762 | INFO | genai | Cache invalidated after ingestion
2025-06-15 02:29:23,764 | INFO | genai | Token-split into 10 chunks.
2025-06-15 02:29:23,772 | INFO | genai | Persisted FAISS index and 31 documents to disk
2025-06-15 02:29:23,773 | INFO | genai | Added 10 documents (total: 31)
2025-06-15 02:29:23,773 | INFO | genai | Successfully ingested document 4986143-ds320_2023ef
2025-06-15 02:29:23,774 | INFO | genai | Cache invalidated after ingestion
2025-06-15 02:29:23,775 | INFO | genai | Token-split into 10 chunks.
2025-06-15 02:29:23,783 | INFO | genai | Persisted FAISS index and 41 documents to disk
2025-06-15 02:29:23,784 | INFO | genai | Added 10 documents (total: 41)
2025-06-15 02:29:23,784 | INFO | genai | Successfully ingested document 4986143-ds320_2023ef
2025-06-15 02:29:23,785 | INFO | genai | Cache invalidated after ingestion
2025-06-15 02:29:23,787 | INFO | genai | Token-split into 11 chunks.
2025-06-15 02:29:23,794 | INFO | genai | Persisted FAISS index and 52 documents to disk
2025-06-15 02:29:23,795 | INFO | genai | Added 11 documents (total: 52)
2025-06-15 02:29:23,795 | INFO | genai | Successfully ingested document 4986143-ds320_2023ef
2025-06-15 02:29:23,796 | INFO | genai | Cache invalidated after ingestion
2025-06-15 02:29:30,061 | INFO | genai | Token-split into 5 chunks.
2025-06-15 02:29:30,066 | INFO | genai | Persisted FAISS index and 57 documents to disk
2025-06-15 02:29:30,066 | INFO | genai | Added 5 documents (total: 57)
2025-06-15 02:29:30,067 | INFO | genai | Successfully ingested document 4986143-anexo-i-metologia-para-la-asignacion-del-perfil-de-cumplimiento-y-ponderacion-de-las-variables
2025-06-15 02:29:30,067 | INFO | genai | Cache invalidated after ingestion
2025-06-15 02:29:30,068 | INFO | genai | Token-split into 3 chunks.
2025-06-15 02:29:30,070 | INFO | genai | Persisted FAISS index and 60 documents to disk
2025-06-15 02:29:30,071 | INFO | genai | Added 3 documents (total: 60)
2025-06-15 02:29:30,071 | INFO | genai | Successfully ingested document 4986143-anexo-i-metologia-para-la-asignacion-del-perfil-de-cumplimiento-y-ponderacion-de-las-variables
2025-06-15 02:29:30,071 | INFO | genai | Cache invalidated after ingestion
2025-06-15 02:29:30,072 | INFO | genai | Token-split into 4 chunks.
2025-06-15 02:29:30,075 | INFO | genai | Persisted FAISS index and 64 documents to disk
2025-06-15 02:29:30,075 | INFO | genai | Added 4 documents (total: 64)
2025-06-15 02:29:30,076 | INFO | genai | Successfully ingested document 4986143-anexo-i-metologia-para-la-asignacion-del-perfil-de-cumplimiento-y-ponderacion-de-las-variables
2025-06-15 02:29:30,076 | INFO | genai | Cache invalidated after ingestion
2025-06-15 02:29:30,077 | INFO | genai | Token-split into 3 chunks.
2025-06-15 02:29:30,080 | INFO | genai | Persisted FAISS index and 67 documents to disk
2025-06-15 02:29:30,080 | INFO | genai | Added 3 documents (total: 67)
2025-06-15 02:29:30,081 | INFO | genai | Successfully ingested document 4986143-anexo-i-metologia-para-la-asignacion-del-perfil-de-cumplimiento-y-ponderacion-de-las-variables
2025-06-15 02:29:30,081 | INFO | genai | Cache invalidated after ingestion
2025-06-15 02:29:40,153 | INFO | genai | Token-split into 2 chunks.
2025-06-15 02:29:40,155 | INFO | genai | Persisted FAISS index and 69 documents to disk
2025-06-15 02:29:40,155 | INFO | genai | Added 2 documents (total: 69)
2025-06-15 02:29:40,155 | INFO | genai | Successfully ingested document JUAN PABLOHERNANDEZ PALACIOS-M1749604310715
2025-06-15 02:29:40,156 | INFO | genai | Cache invalidated after ingestion
2025-06-15 03:14:33,116 | INFO | genai | GenAI RAG System is starting...
2025-06-15 03:15:53,263 | INFO | genai | GenAI RAG System is starting...
2025-06-15 03:16:50,104 | INFO | genai | GenAI RAG System is starting...
2025-06-15 03:19:04,868 | INFO | genai | GenAI RAG System is starting...
2025-06-15 03:20:03,023 | INFO | genai | GenAI RAG System is starting...
2025-06-15 03:20:56,281 | ERROR | genai | Vector store is empty - no documents to search
2025-06-15 03:27:53,926 | INFO | genai | GenAI RAG System is starting...
2025-06-15 03:28:00,489 | ERROR | genai | Vector store is empty - no documents to search
2025-06-15 03:35:45,857 | INFO | genai | GenAI RAG System is starting...
2025-06-15 03:36:01,481 | INFO | genai | Token-split into 11 chunks.
2025-06-15 03:36:01,490 | INFO | genai | Persisted FAISS index and 11 documents to disk
2025-06-15 03:36:01,491 | INFO | genai | Added 11 documents (total: 11)
2025-06-15 03:36:01,492 | INFO | genai | Successfully ingested document 4986143-ds320_2023ef
2025-06-15 03:36:01,495 | INFO | genai | Cache invalidated after ingestion
2025-06-15 03:36:01,497 | INFO | genai | Token-split into 10 chunks.
2025-06-15 03:36:01,508 | INFO | genai | Persisted FAISS index and 21 documents to disk
2025-06-15 03:36:01,508 | INFO | genai | Added 10 documents (total: 21)
2025-06-15 03:36:01,509 | INFO | genai | Successfully ingested document 4986143-ds320_2023ef
2025-06-15 03:36:01,510 | INFO | genai | Cache invalidated after ingestion
2025-06-15 03:36:01,511 | INFO | genai | Token-split into 10 chunks.
2025-06-15 03:36:01,519 | INFO | genai | Persisted FAISS index and 31 documents to disk
2025-06-15 03:36:01,519 | INFO | genai | Added 10 documents (total: 31)
2025-06-15 03:36:01,519 | INFO | genai | Successfully ingested document 4986143-ds320_2023ef
2025-06-15 03:36:01,520 | INFO | genai | Cache invalidated after ingestion
2025-06-15 03:36:01,521 | INFO | genai | Token-split into 10 chunks.
2025-06-15 03:36:01,528 | INFO | genai | Persisted FAISS index and 41 documents to disk
2025-06-15 03:36:01,528 | INFO | genai | Added 10 documents (total: 41)
2025-06-15 03:36:01,529 | INFO | genai | Successfully ingested document 4986143-ds320_2023ef
2025-06-15 03:36:01,529 | INFO | genai | Cache invalidated after ingestion
2025-06-15 03:36:01,531 | INFO | genai | Token-split into 11 chunks.
2025-06-15 03:36:01,539 | INFO | genai | Persisted FAISS index and 52 documents to disk
2025-06-15 03:36:01,539 | INFO | genai | Added 11 documents (total: 52)
2025-06-15 03:36:01,539 | INFO | genai | Successfully ingested document 4986143-ds320_2023ef
2025-06-15 03:36:01,540 | INFO | genai | Cache invalidated after ingestion
2025-06-15 03:36:08,715 | INFO | genai | Token-split into 5 chunks.
2025-06-15 03:36:08,723 | INFO | genai | Persisted FAISS index and 57 documents to disk
2025-06-15 03:36:08,723 | INFO | genai | Added 5 documents (total: 57)
2025-06-15 03:36:08,725 | INFO | genai | Successfully ingested document 4986143-anexo-i-metologia-para-la-asignacion-del-perfil-de-cumplimiento-y-ponderacion-de-las-variables
2025-06-15 03:36:08,726 | INFO | genai | Cache invalidated after ingestion
2025-06-15 03:36:08,727 | INFO | genai | Token-split into 3 chunks.
2025-06-15 03:36:08,730 | INFO | genai | Persisted FAISS index and 60 documents to disk
2025-06-15 03:36:08,730 | INFO | genai | Added 3 documents (total: 60)
2025-06-15 03:36:08,731 | INFO | genai | Successfully ingested document 4986143-anexo-i-metologia-para-la-asignacion-del-perfil-de-cumplimiento-y-ponderacion-de-las-variables
2025-06-15 03:36:08,731 | INFO | genai | Cache invalidated after ingestion
2025-06-15 03:36:08,732 | INFO | genai | Token-split into 4 chunks.
2025-06-15 03:36:08,736 | INFO | genai | Persisted FAISS index and 64 documents to disk
2025-06-15 03:36:08,736 | INFO | genai | Added 4 documents (total: 64)
2025-06-15 03:36:08,736 | INFO | genai | Successfully ingested document 4986143-anexo-i-metologia-para-la-asignacion-del-perfil-de-cumplimiento-y-ponderacion-de-las-variables
2025-06-15 03:36:08,737 | INFO | genai | Cache invalidated after ingestion
2025-06-15 03:36:08,738 | INFO | genai | Token-split into 3 chunks.
2025-06-15 03:36:08,741 | INFO | genai | Persisted FAISS index and 67 documents to disk
2025-06-15 03:36:08,741 | INFO | genai | Added 3 documents (total: 67)
2025-06-15 03:36:08,742 | INFO | genai | Successfully ingested document 4986143-anexo-i-metologia-para-la-asignacion-del-perfil-de-cumplimiento-y-ponderacion-de-las-variables
2025-06-15 03:36:08,743 | INFO | genai | Cache invalidated after ingestion
2025-06-15 03:36:16,623 | INFO | genai | Token-split into 2 chunks.
2025-06-15 03:36:16,625 | INFO | genai | Persisted FAISS index and 69 documents to disk
2025-06-15 03:36:16,625 | INFO | genai | Added 2 documents (total: 69)
2025-06-15 03:36:16,626 | INFO | genai | Successfully ingested document JUAN PABLOHERNANDEZ PALACIOS-M1749604310715
2025-06-15 03:36:16,627 | INFO | genai | Cache invalidated after ingestion
2025-06-15 03:38:45,502 | INFO | genai | GenAI RAG System is starting...
2025-06-15 03:38:53,567 | ERROR | genai | Vector store is empty - no documents to search
2025-06-15 03:39:17,549 | INFO | genai | Token-split into 11 chunks.
2025-06-15 03:39:17,559 | INFO | genai | Persisted FAISS index and 11 documents to disk
2025-06-15 03:39:17,560 | INFO | genai | Added 11 documents (total: 11)
2025-06-15 03:39:17,560 | INFO | genai | Successfully ingested document 4986143-ds320_2023ef
2025-06-15 03:39:17,561 | INFO | genai | Cache invalidated after ingestion
2025-06-15 03:39:17,564 | INFO | genai | Token-split into 10 chunks.
2025-06-15 03:39:17,572 | INFO | genai | Persisted FAISS index and 21 documents to disk
2025-06-15 03:39:17,573 | INFO | genai | Added 10 documents (total: 21)
2025-06-15 03:39:17,574 | INFO | genai | Successfully ingested document 4986143-ds320_2023ef
2025-06-15 03:39:17,575 | INFO | genai | Cache invalidated after ingestion
2025-06-15 03:39:17,576 | INFO | genai | Token-split into 10 chunks.
2025-06-15 03:39:17,585 | INFO | genai | Persisted FAISS index and 31 documents to disk
2025-06-15 03:39:17,586 | INFO | genai | Added 10 documents (total: 31)
2025-06-15 03:39:17,586 | INFO | genai | Successfully ingested document 4986143-ds320_2023ef
2025-06-15 03:39:17,587 | INFO | genai | Cache invalidated after ingestion
2025-06-15 03:39:17,589 | INFO | genai | Token-split into 10 chunks.
2025-06-15 03:39:17,602 | INFO | genai | Persisted FAISS index and 41 documents to disk
2025-06-15 03:39:17,603 | INFO | genai | Added 10 documents (total: 41)
2025-06-15 03:39:17,604 | INFO | genai | Successfully ingested document 4986143-ds320_2023ef
2025-06-15 03:39:17,605 | INFO | genai | Cache invalidated after ingestion
2025-06-15 03:39:17,608 | INFO | genai | Token-split into 11 chunks.
2025-06-15 03:39:17,619 | INFO | genai | Persisted FAISS index and 52 documents to disk
2025-06-15 03:39:17,620 | INFO | genai | Added 11 documents (total: 52)
2025-06-15 03:39:17,621 | INFO | genai | Successfully ingested document 4986143-ds320_2023ef
2025-06-15 03:39:17,621 | INFO | genai | Cache invalidated after ingestion
2025-06-15 03:39:26,251 | INFO | genai | Token-split into 5 chunks.
2025-06-15 03:39:26,255 | INFO | genai | Persisted FAISS index and 57 documents to disk
2025-06-15 03:39:26,255 | INFO | genai | Added 5 documents (total: 57)
2025-06-15 03:39:26,256 | INFO | genai | Successfully ingested document 4986143-anexo-i-metologia-para-la-asignacion-del-perfil-de-cumplimiento-y-ponderacion-de-las-variables
2025-06-15 03:39:26,256 | INFO | genai | Cache invalidated after ingestion
2025-06-15 03:39:26,257 | INFO | genai | Token-split into 3 chunks.
2025-06-15 03:39:26,264 | INFO | genai | Persisted FAISS index and 60 documents to disk
2025-06-15 03:39:26,264 | INFO | genai | Added 3 documents (total: 60)
2025-06-15 03:39:26,264 | INFO | genai | Successfully ingested document 4986143-anexo-i-metologia-para-la-asignacion-del-perfil-de-cumplimiento-y-ponderacion-de-las-variables
2025-06-15 03:39:26,265 | INFO | genai | Cache invalidated after ingestion
2025-06-15 03:39:26,266 | INFO | genai | Token-split into 4 chunks.
2025-06-15 03:39:26,270 | INFO | genai | Persisted FAISS index and 64 documents to disk
2025-06-15 03:39:26,270 | INFO | genai | Added 4 documents (total: 64)
2025-06-15 03:39:26,270 | INFO | genai | Successfully ingested document 4986143-anexo-i-metologia-para-la-asignacion-del-perfil-de-cumplimiento-y-ponderacion-de-las-variables
2025-06-15 03:39:26,271 | INFO | genai | Cache invalidated after ingestion
2025-06-15 03:39:26,272 | INFO | genai | Token-split into 3 chunks.
2025-06-15 03:39:26,275 | INFO | genai | Persisted FAISS index and 67 documents to disk
2025-06-15 03:39:26,276 | INFO | genai | Added 3 documents (total: 67)
2025-06-15 03:39:26,276 | INFO | genai | Successfully ingested document 4986143-anexo-i-metologia-para-la-asignacion-del-perfil-de-cumplimiento-y-ponderacion-de-las-variables
2025-06-15 03:39:26,276 | INFO | genai | Cache invalidated after ingestion
2025-06-15 03:39:34,942 | INFO | genai | Token-split into 2 chunks.
2025-06-15 03:39:34,944 | INFO | genai | Persisted FAISS index and 69 documents to disk
2025-06-15 03:39:34,944 | INFO | genai | Added 2 documents (total: 69)
2025-06-15 03:39:34,944 | INFO | genai | Successfully ingested document JUAN PABLOHERNANDEZ PALACIOS-M1749604310715
2025-06-15 03:39:34,945 | INFO | genai | Cache invalidated after ingestion
2025-06-15 04:16:36,921 | INFO | genai | GenAI RAG System is starting...
2025-06-15 04:19:32,164 | INFO | genai | GenAI RAG System is starting...
2025-06-15 04:19:36,437 | ERROR | genai | Vector store is empty - no documents to search
2025-06-15 04:19:57,803 | ERROR | genai | Vector store is empty - no documents to search
2025-06-15 04:57:15,104 | ERROR | genai | Vector store is empty - no documents to search
2025-06-15 15:33:05,734 | ERROR | genai | Vector store is empty - no documents to search
2025-06-15 15:43:41,851 | ERROR | genai | Vector store is empty - no documents to search
2025-06-15 15:46:04,489 | ERROR | genai | Vector store is empty - no documents to search
2025-06-15 15:47:37,636 | ERROR | genai | Vector store is empty - no documents to search
2025-06-15 15:47:48,549 | ERROR | genai | Vector store is empty - no documents to search
2025-06-15 15:49:14,121 | ERROR | genai | Vector store is empty - no documents to search
2025-06-15 15:52:05,160 | ERROR | genai | Vector store is empty - no documents to search
2025-06-15 15:52:17,296 | ERROR | genai | Vector store is empty - no documents to search
2025-06-15 16:01:27,064 | ERROR | genai | Vector store is empty - no documents to search
2025-06-15 16:01:36,966 | ERROR | genai | Vector store is empty - no documents to search
2025-06-15 16:02:29,113 | ERROR | genai | Vector store is empty - no documents to search
2025-06-15 16:02:43,073 | ERROR | genai | Vector store is empty - no documents to search
2025-06-15 16:02:54,344 | ERROR | genai | Vector store is empty - no documents to search
2025-06-15 16:03:04,960 | ERROR | genai | Vector store is empty - no documents to search
2025-06-15 16:06:26,106 | ERROR | genai | Vector store is empty - no documents to search
2025-06-15 16:09:10,929 | ERROR | genai | Vector store is empty - no documents to search
2025-06-15 16:09:19,181 | ERROR | genai | Vector store is empty - no documents to search
2025-06-15 16:09:48,363 | ERROR | genai | Vector store is empty - no documents to search
2025-06-15 16:11:45,599 | ERROR | genai | Vector store is empty - no documents to search
2025-06-15 16:12:10,022 | ERROR | genai | Vector store is empty - no documents to search
2025-06-15 16:15:25,385 | ERROR | genai | Vector store is empty - no documents to search
